PR_NUM,REVISION,METERID,CREATEDDATE,FORECASTID,REQUESTED_DATE,STATUS,RESPONSE_DATE,RESPONSE_STATUS
1-HLT2WM,2,NEPOOL_CLP_51876583022_380852003,11/17/2019 12:26,20191117122700897000_NEPOOL_CLP_51876583022_380852003,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51570052084_707271005,11/17/2019 12:26,20191117122702069000_NEPOOL_CLP_51570052084_707271005,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51360014021_088272002,11/17/2019 12:26,20191117122700959000_NEPOOL_CLP_51360014021_088272002,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51196624076_210382007,11/17/2019 12:26,20191117122700944000_NEPOOL_CLP_51196624076_210382007,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014429,11/17/2019 12:26,20191117122703210000_NEPOOL_BHE_10014429,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-H7UCAZ,6,NYISO_RGE_R01000055902555,11/17/2019 12:26,20191117122703053000_NYISO_RGE_R01000055902555,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-H7UCAZ,6,NYISO_NIMO_1359937108,11/17/2019 12:26,20191117122700740000_NYISO_NIMO_1359937108,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51790803092_740012003,11/17/2019 12:26,20191117122700865000_NEPOOL_CLP_51790803092_740012003,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 12:50,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51759835093_077762007,11/17/2019 12:26,20191117122700694000_NEPOOL_CLP_51759835093_077762007,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 13:02,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51255034068_641682009,11/17/2019 12:26,20191117122700709000_NEPOOL_CLP_51255034068_641682009,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 12:58,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000029860,11/17/2019 12:26,20191117122700428000_NEPOOL_UI_3000000029860,11/17/2019 12:27,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-VB0AY3,2,NEPOOL_MECO_6703872008,11/17/2019 12:26,20191117122700615000_NEPOOL_MECO_6703872008,11/17/2019 12:27,FORECAST_COMPLETE,11/19/2019 9:11,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10470732,11/17/2019 12:25,20191117122607061000_NEPOOL_BHE_10470732,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10108118,11/17/2019 12:25,20191117122607139000_NEPOOL_BHE_10108118,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:08,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014465,11/17/2019 12:25,20191117122607155000_NEPOOL_BHE_10014465,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014417,11/17/2019 12:25,20191117122606967000_NEPOOL_BHE_10014417,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51869646067_171143008,11/17/2019 12:25,20191117122606873000_NEPOOL_CLP_51869646067_171143008,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51640075016_147332003,11/17/2019 12:25,20191117122606842000_NEPOOL_CLP_51640075016_147332003,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:01,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51550915060_171822003,11/17/2019 12:25,20191117122606842000_NEPOOL_CLP_51550915060_171822003,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:58,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043861020,11/17/2019 12:25,20191117122605701000_NEPOOL_UI_1520043861020,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-VWR3O7,1,PJM_PSEG_PE000011810479369405,11/17/2019 12:25,20191117122605670000_PJM_PSEG_PE000011810479369405,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:01,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014472,11/17/2019 12:25,20191117122606827000_NEPOOL_BHE_10014472,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014468,11/17/2019 12:25,20191117122605780000_NEPOOL_BHE_10014468,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:02,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10518661,11/17/2019 12:25,20191117122605686000_NEPOOL_BHE_10518661,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:58,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51878334093_277782004,11/17/2019 12:25,20191117122605701000_NEPOOL_CLP_51878334093_277782004,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044085020,11/17/2019 12:25,20191117122604389000_NEPOOL_UI_1520044085020,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014385,11/17/2019 12:25,20191117122604373000_NEPOOL_BHE_10014385,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10518675,11/17/2019 12:25,20191117122604389000_NEPOOL_BHE_10518675,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10478817,11/17/2019 12:25,20191117122604373000_NEPOOL_BHE_10478817,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1110066900021,11/17/2019 12:25,20191117122603029000_NEPOOL_UI_1110066900021,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014398,11/17/2019 12:25,20191117122603201000_NEPOOL_BHE_10014398,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-H7UCAZ,6,NYISO_RGE_R01000055725360,11/17/2019 12:25,20191117122607186000_NYISO_RGE_R01000055725360,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:58,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000033499,11/17/2019 12:25,20191117122602951000_NEPOOL_UI_3000000033499,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043998020,11/17/2019 12:25,20191117122601201000_NEPOOL_UI_1520043998020,11/17/2019 12:26,FORECAST_COMPLETE,11/18/2019 16:13,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043984020,11/17/2019 12:25,20191117122601232000_NEPOOL_UI_1520043984020,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:05,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014391,11/17/2019 12:25,20191117122601076000_NEPOOL_BHE_10014391,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10518674,11/17/2019 12:25,20191117122602951000_NEPOOL_BHE_10518674,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:03,SUCCESS
1-H7UCAZ,6,NYISO_NIMO_0479140102,11/17/2019 12:25,20191117122603045000_NYISO_NIMO_0479140102,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VUGCM0,1,PJM_DAYTON_0306161527,11/17/2019 12:25,20191117122603045000_PJM_DAYTON_0306161527,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:07,SUCCESS
1-VWR3O7,1,PJM_PSEG_PE000009243503169493,11/17/2019 12:25,20191117122601248000_PJM_PSEG_PE000009243503169493,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:01,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10108134,11/17/2019 12:25,20191117122602982000_NEPOOL_BHE_10108134,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014457,11/17/2019 12:25,20191117122601998000_NEPOOL_BHE_10014457,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:04,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014456,11/17/2019 12:25,20191117122601998000_NEPOOL_BHE_10014456,11/17/2019 12:26,FORECAST_COMPLETE,11/18/2019 5:01,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10014443,11/17/2019 12:25,20191117122601998000_NEPOOL_BHE_10014443,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VR0JBS,1,NEPOOL_BHE_10518687,11/17/2019 12:25,20191117122601998000_NEPOOL_BHE_10518687,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:50,SUCCESS
1-H7UCAZ,6,NYISO_RGE_R01000059367649,11/17/2019 12:25,20191117122601998000_NYISO_RGE_R01000059367649,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-H7UCAZ,6,NYISO_RGE_R01000055729933,11/17/2019 12:25,20191117122601998000_NYISO_RGE_R01000055729933,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 12:59,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1110066897020,11/17/2019 12:25,20191117122601920000_NEPOOL_UI_1110066897020,11/17/2019 12:26,FORECAST_COMPLETE,11/17/2019 13:00,SUCCESS
1-VWV16K,1,PJM_DEOK_1150039320,11/15/2019 18:05,20191115180601874000_PJM_DEOK_1150039320,11/15/2019 18:06,FORECAST_COMPLETE,11/15/2019 18:25,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007343597,11/15/2019 17:18,20191115171910947000_ERCOT_ONCOR_10443720007343597,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007044481,11/15/2019 17:18,20191115171910822000_ERCOT_ONCOR_10443720007044481,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006744519,11/15/2019 17:18,20191115171902211000_ERCOT_ONCOR_10443720006744519,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006222580,11/15/2019 17:18,20191115171902070000_ERCOT_ONCOR_10443720006222580,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003950219,11/15/2019 17:18,20191115171902055000_ERCOT_ONCOR_10443720003950219,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003630228,11/15/2019 17:18,20191115171901899000_ERCOT_ONCOR_10443720003630228,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000667409,11/15/2019 17:18,20191115171901353000_ERCOT_ONCOR_10443720000667409,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049769005740,11/15/2019 17:18,20191115171901337000_ERCOT_AEPWTU_10204049769005740,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007891956,11/15/2019 17:18,20191115171901181000_ERCOT_ONCOR_10443720007891956,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007174579,11/15/2019 17:18,20191115171901088000_ERCOT_ONCOR_10443720007174579,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006767002,11/15/2019 17:18,20191115171900994000_ERCOT_ONCOR_10443720006767002,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004821903,11/15/2019 17:18,20191115171900885000_ERCOT_ONCOR_10443720004821903,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 17:46,SUCCESS
1-HWU6SD,3,ERCOT_TNMP_10400513178800002,11/15/2019 17:18,20191115171900698000_ERCOT_TNMP_10400513178800002,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049772358711,11/15/2019 17:18,20191115171900744000_ERCOT_AEPWTU_10204049772358711,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049700047521,11/15/2019 17:18,20191115171900651000_ERCOT_AEPWTU_10204049700047521,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:04,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789434038956,11/15/2019 17:18,20191115171900526000_ERCOT_AEPCPL_10032789434038956,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789433403801,11/15/2019 17:18,20191115171900495000_ERCOT_AEPCPL_10032789433403801,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720008198551,11/15/2019 17:18,20191115171900339000_ERCOT_ONCOR_10443720008198551,11/15/2019 17:19,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720008032942,11/15/2019 17:17,20191115171812243000_ERCOT_ONCOR_10443720008032942,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007439908,11/15/2019 17:17,20191115171812040000_ERCOT_ONCOR_10443720007439908,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007370844,11/15/2019 17:17,20191115171812009000_ERCOT_ONCOR_10443720007370844,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006330108,11/15/2019 17:17,20191115171811151000_ERCOT_ONCOR_10443720006330108,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004534349,11/15/2019 17:17,20191115171810963000_ERCOT_ONCOR_10443720004534349,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000331019,11/15/2019 17:17,20191115171810183000_ERCOT_ONCOR_10443720000331019,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10176990007021581,11/15/2019 17:17,20191115171805020000_ERCOT_ONCOR_10176990007021581,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049732874582,11/15/2019 17:17,20191115171803678000_ERCOT_AEPWTU_10204049732874582,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004451920,11/15/2019 17:17,20191115171802243000_ERCOT_ONCOR_10443720004451920,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 17:54,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003913813,11/15/2019 17:17,20191115171802383000_ERCOT_ONCOR_10443720003913813,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:13,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003840006,11/15/2019 17:17,20191115171801463000_ERCOT_ONCOR_10443720003840006,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049742889635,11/15/2019 17:17,20191115171801416000_ERCOT_AEPWTU_10204049742889635,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789469788231,11/15/2019 17:17,20191115171801338000_ERCOT_AEPCPL_10032789469788231,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789444445078,11/15/2019 17:17,20191115171801213000_ERCOT_AEPCPL_10032789444445078,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789436678630,11/15/2019 17:17,20191115171801026000_ERCOT_AEPCPL_10032789436678630,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789433403800,11/15/2019 17:17,20191115171800964000_ERCOT_AEPCPL_10032789433403800,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720008104679,11/15/2019 17:17,20191115171800823000_ERCOT_ONCOR_10443720008104679,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:01,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007963967,11/15/2019 17:17,20191115171800792000_ERCOT_ONCOR_10443720007963967,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720005341155,11/15/2019 17:17,20191115171800620000_ERCOT_ONCOR_10443720005341155,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004534318,11/15/2019 17:17,20191115171800776000_ERCOT_ONCOR_10443720004534318,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003068227,11/15/2019 17:17,20191115171800605000_ERCOT_ONCOR_10443720003068227,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000358330,11/15/2019 17:17,20191115171800464000_ERCOT_ONCOR_10443720000358330,11/15/2019 17:18,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720009324539,11/15/2019 17:16,20191115171714584000_ERCOT_ONCOR_10443720009324539,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000650237,11/15/2019 17:16,20191115171714303000_ERCOT_ONCOR_10443720000650237,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007142618,11/15/2019 17:16,20191115171713897000_ERCOT_ONCOR_10443720007142618,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720009701127,11/15/2019 17:16,20191115171713897000_ERCOT_ONCOR_10443720009701127,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003630321,11/15/2019 17:16,20191115171713679000_ERCOT_ONCOR_10443720003630321,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007064226,11/15/2019 17:16,20191115171713523000_ERCOT_ONCOR_10443720007064226,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720005762668,11/15/2019 17:16,20191115171713570000_ERCOT_ONCOR_10443720005762668,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:00,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720001282761,11/15/2019 17:16,20191115171713460000_ERCOT_ONCOR_10443720001282761,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000345600,11/15/2019 17:16,20191115171713242000_ERCOT_ONCOR_10443720000345600,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720002135255,11/15/2019 17:16,20191115171713242000_ERCOT_ONCOR_10443720002135255,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720009494512,11/15/2019 17:16,20191115171719482000_ERCOT_ONCOR_10443720009494512,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720008748179,11/15/2019 17:16,20191115171722524000_ERCOT_ONCOR_10443720008748179,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720008658939,11/15/2019 17:16,20191115171720980000_ERCOT_ONCOR_10443720008658939,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:07,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004871689,11/15/2019 17:16,20191115171719467000_ERCOT_ONCOR_10443720004871689,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:05,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10176990001003582,11/15/2019 17:16,20191115171715176000_ERCOT_ONCOR_10176990001003582,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_TNMP_10400513178820003,11/15/2019 17:16,20191115171722259000_ERCOT_TNMP_10400513178820003,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_TNMP_10400513178800004,11/15/2019 17:16,20191115171716549000_ERCOT_TNMP_10400513178800004,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:04,SUCCESS
1-HWU6SD,3,ERCOT_TNMP_10400513178800003,11/15/2019 17:16,20191115171717969000_ERCOT_TNMP_10400513178800003,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049789236661,11/15/2019 17:16,20191115171713164000_ERCOT_AEPWTU_10204049789236661,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:05,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049732874581,11/15/2019 17:16,20191115171711900000_ERCOT_AEPWTU_10204049732874581,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:03,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789453712080,11/15/2019 17:16,20191115171704880000_ERCOT_AEPCPL_10032789453712080,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006324906,11/15/2019 17:16,20191115171703305000_ERCOT_ONCOR_10443720006324906,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720004482546,11/15/2019 17:16,20191115171703273000_ERCOT_ONCOR_10443720004482546,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:12,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003285889,11/15/2019 17:16,20191115171701963000_ERCOT_ONCOR_10443720003285889,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720000066444,11/15/2019 17:16,20191115171701916000_ERCOT_ONCOR_10443720000066444,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049755014322,11/15/2019 17:16,20191115171701682000_ERCOT_AEPWTU_10204049755014322,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:04,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049718893182,11/15/2019 17:16,20191115171701573000_ERCOT_AEPWTU_10204049718893182,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789466371610,11/15/2019 17:16,20191115171701588000_ERCOT_AEPCPL_10032789466371610,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:10,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720009147529,11/15/2019 17:16,20191115171701323000_ERCOT_ONCOR_10443720009147529,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720007019837,11/15/2019 17:16,20191115171701308000_ERCOT_ONCOR_10443720007019837,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:13,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720003739468,11/15/2019 17:16,20191115171701152000_ERCOT_ONCOR_10443720003739468,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720002135260,11/15/2019 17:16,20191115171701292000_ERCOT_ONCOR_10443720002135260,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:08,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049797664871,11/15/2019 17:16,20191115171700980000_ERCOT_AEPWTU_10204049797664871,11/15/2019 17:17,FORECAST_COMPLETE,11/15/2019 18:00,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049755999701,11/15/2019 17:15,20191115171604288000_ERCOT_AEPWTU_10204049755999701,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049718276630,11/15/2019 17:15,20191115171604491000_ERCOT_AEPWTU_10204049718276630,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:11,SUCCESS
1-HWU6SD,3,ERCOT_AEPWTU_10204049709163317,11/15/2019 17:15,20191115171603305000_ERCOT_AEPWTU_10204049709163317,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:06,SUCCESS
1-HWU6SD,3,ERCOT_AEPCPL_10032789416635561,11/15/2019 17:15,20191115171603134000_ERCOT_AEPCPL_10032789416635561,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720009745514,11/15/2019 17:15,20191115171602791000_ERCOT_ONCOR_10443720009745514,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:04,SUCCESS
1-HWU6SD,3,ERCOT_ONCOR_10443720006958973,11/15/2019 17:15,20191115171602619000_ERCOT_ONCOR_10443720006958973,11/15/2019 17:16,FORECAST_COMPLETE,11/15/2019 18:09,SUCCESS
